이름,고유번호,관심사,나이,성별,혜택,교통비,교통횟수,교통총비용,편의점비,편의점횟수,편의점총비용,배달비,배달횟수,배달총비용,카페비,카페횟수,카페총비용,ott비,ott횟수,ott총비용,영화비,영화횟수,영화총비용,쇼핑비,쇼핑횟수,쇼핑총비용,도서비,도서횟수,도서총비용,뷰티비,뷰티횟수,뷰티총비용,야구비,야구횟수,야구총비용,놀이공원/공연비,놀이공원/공연횟수,놀이공원/공연총비용,통신비,통신횟수,통신총비용,card
이서준,a04607,스포츠,18,남,배달,600,36,21600,32800,17,557600,10000,7,70000,15300,11,168300,2800,2,5600,13200,3,39600,17800,1,17800,24500,2,49000,13600,5,68000,14100,2,28200,38600,1,38600,57200,1,57200,3
임영길,a04608,도서,11,여,넷플릭스,300,32,9600,3700,24,88800,13500,4,54000,19900,18,358200,4700,4,18800,14500,2,29000,42500,3,127500,29400,0,0,13500,0,0,20300,1,20300,39700,1,39700,35600,1,35600,1
김영일,a04609,도서,8,남,넷플릭스,600,23,13800,23600,15,354000,17000,5,85000,9700,9,87300,3700,4,14800,19000,1,19000,13600,0,0,28400,5,142000,18700,2,37400,10400,0,0,48200,2,96400,74400,1,74400,7
김지아,a04610,패션,11,여,통신비,400,70,28000,40400,26,1050400,27400,5,137000,8400,11,92400,4600,0,0,17600,2,35200,25400,5,127000,19300,5,96500,30400,0,0,16900,0,0,36700,2,73400,44500,1,44500,5
김예은,a04611,스포츠,14,남,편의점,600,70,42000,6100,12,73200,11800,4,47200,9800,6,58800,4000,5,20000,21500,1,21500,25600,2,51200,18300,5,91500,43600,5,218000,11300,0,0,49300,2,98600,74900,1,74900,7
김보람,a04612,패션,11,여,도서,600,45,27000,12900,24,309600,19400,5,97000,5200,5,26000,4600,1,4600,23900,3,71700,20800,1,20800,25300,1,25300,12900,2,25800,24800,0,0,30400,1,30400,71600,1,71600,4
이민석,a04613,영화관람,9,남,넷플릭스,400,56,22400,26400,9,237600,24000,9,216000,12700,8,101600,4300,4,17200,19300,2,38600,39200,1,39200,18200,5,91000,35900,4,143600,10300,0,0,31000,2,62000,15600,1,15600,1
이순옥,a04614,스포츠,16,남,대중교통,500,34,17000,40600,12,487200,10100,2,20200,16500,6,99000,2900,5,14500,24700,3,74100,20300,2,40600,27700,1,27700,20500,5,102500,14200,1,14200,47300,2,94600,49600,1,49600,6
최광수,a04615,여행,11,남,놀이동산,500,29,14500,29600,12,355200,18900,10,189000,6600,6,39600,3800,4,15200,21400,3,64200,45500,5,227500,21700,0,0,26700,1,26700,16500,1,16500,48200,2,96400,30000,1,30000,4
서경수,a04616,도서,8,여,도서,400,50,20000,12500,22,275000,27600,7,193200,18600,7,130200,3600,4,14400,19900,3,59700,16800,1,16800,23800,4,95200,25600,0,0,14100,0,0,38600,2,77200,36200,1,36200,6
박재현,a04617,스포츠,17,남,배달,300,38,11400,17200,23,395600,15600,9,140400,16900,7,118300,4800,2,9600,21200,2,42400,27100,0,0,26500,5,132500,24400,5,122000,21300,2,42600,20500,1,20500,32000,1,32000,7
이성현,a04618,게임,19,여,통신비,600,29,17400,35700,13,464100,13100,9,117900,15300,14,214200,4700,2,9400,23600,3,70800,40600,4,162400,28700,0,0,45800,0,0,18500,1,18500,43600,1,43600,21600,1,21600,3
신지아,a04619,게임,18,여,편의점,300,51,15300,7800,29,226200,24300,3,72900,17400,10,174000,2600,4,10400,14400,3,43200,35300,0,0,20500,2,41000,28100,0,0,11500,0,0,23300,0,0,43500,1,43500,5
송민지,a04620,게임,18,여,놀이동산,500,50,25000,9700,3,29100,26000,7,182000,12400,11,136400,4400,5,22000,17900,1,17900,48100,3,144300,19600,2,39200,19500,4,78000,21200,1,21200,26300,2,52600,19000,1,19000,7
노정훈,a04621,스포츠,19,여,쇼핑,700,22,15400,19600,8,156800,20500,6,123000,8400,2,16800,4900,3,14700,23800,1,23800,35200,2,70400,20200,2,40400,27200,1,27200,13600,0,0,40900,1,40900,27100,1,27100,0
구상현,a04622,쇼핑,15,남,넷플릭스,600,24,14400,3400,3,10200,12300,10,123000,7400,17,125800,2700,5,13500,17700,1,17700,29500,3,88500,22500,3,67500,32500,4,130000,18900,1,18900,25800,1,25800,57100,1,57100,7
오영순,a04623,스포츠,8,여,쇼핑,400,48,19200,14500,3,43500,11500,5,57500,14300,11,157300,2700,2,5400,20800,2,41600,35100,0,0,25900,4,103600,23500,0,0,24500,1,24500,49300,1,49300,41700,1,41700,6
윤영일,a04624,도서,8,여,야구,400,64,25600,5000,14,70000,15600,4,62400,7100,5,35500,2900,6,17400,20100,3,60300,15300,3,45900,27000,2,54000,40300,2,80600,22000,2,44000,33100,1,33100,18900,1,18900,5
박성수,a04625,영화관람,13,남,놀이동산,500,63,31500,44600,6,267600,29800,3,89400,8600,8,68800,2900,1,2900,15200,1,15200,39500,3,118500,27400,3,82200,23800,2,47600,20800,2,41600,26500,1,26500,56300,1,56300,7
황영호,a04626,영화관람,18,여,야구,300,16,4800,30200,20,604000,27200,9,244800,15600,7,109200,3600,5,18000,18800,3,56400,21400,3,64200,24600,3,73800,10500,0,0,10700,1,10700,41200,1,41200,42100,1,42100,0
이영숙,a04627,쇼핑,14,여,대중교통,600,40,24000,44200,2,88400,24800,8,198400,5100,10,51000,2700,3,8100,23200,1,23200,34000,2,68000,18800,5,94000,49400,1,49400,15400,1,15400,43500,2,87000,12200,1,12200,7
윤현정,a04628,여행,13,여,야구,300,39,11700,8400,12,100800,29800,7,208600,13300,12,159600,4400,5,22000,13800,2,27600,25400,2,50800,21800,2,43600,24700,3,74100,12900,1,12900,22400,0,0,20400,1,20400,2
노성수,a04629,도서,19,여,편의점,300,22,6600,49200,21,1033200,19900,5,99500,9600,4,38400,3100,3,9300,19100,2,38200,42300,3,126900,29900,4,119600,36200,3,108600,13100,2,26200,26600,1,26600,46300,1,46300,5
박민재,a04630,쇼핑,14,남,배달,600,6,3600,4500,8,36000,29700,9,267300,17800,18,320400,2800,0,0,22800,1,22800,15300,0,0,21800,5,109000,36600,0,0,9900,0,0,30200,2,60400,49600,1,49600,2
송경희,a04631,영화관람,10,여,편의점,300,23,6900,19700,25,492500,24500,10,245000,8900,16,142400,4800,2,9600,20700,2,41400,40700,0,0,29700,2,59400,17300,4,69200,18500,2,37000,36600,2,73200,68400,1,68400,3
최영숙,a04632,쇼핑,16,여,대중교통,300,43,12900,27200,18,489600,28000,2,56000,5500,15,82500,3700,3,11100,18900,3,56700,10700,5,53500,22200,2,44400,19100,1,19100,23000,1,23000,48000,1,48000,18200,1,18200,4
장영희,a04633,쇼핑,12,남,도서,400,24,9600,44900,23,1032700,23600,6,141600,19600,6,117600,3000,1,3000,19200,1,19200,29900,1,29900,21800,0,0,43700,2,87400,19200,1,19200,22900,1,22900,52200,1,52200,5
이영호,a04634,패션,15,여,뷰티,400,57,22800,20700,18,372600,17600,8,140800,7400,6,44400,3900,5,19500,18600,0,0,35300,4,141200,22100,4,88400,38900,3,116700,17400,2,34800,23900,0,0,53600,1,53600,2
송명숙,a04635,영화관람,13,여,편의점,600,10,6000,29900,17,508300,23400,2,46800,9500,19,180500,3000,4,12000,19600,0,0,33300,1,33300,19800,3,59400,12600,0,0,20600,2,41200,27500,0,0,56300,1,56300,5
이현우,a04636,뷰티,15,여,도서,300,26,7800,14900,5,74500,12100,8,96800,15600,17,265200,3900,0,0,23400,2,46800,47400,2,94800,28100,5,140500,22500,1,22500,22100,0,0,39500,2,79000,18600,1,18600,2
오현주,a04637,게임,18,여,도서,500,41,20500,38600,13,501800,24200,4,96800,16200,3,48600,2700,5,13500,19500,1,19500,17300,5,86500,22700,3,68100,34500,5,172500,15400,2,30800,45200,0,0,46600,1,46600,2
지지훈,a04638,여행,15,남,야구,300,12,3600,46800,23,1076400,14100,8,112800,15800,7,110600,3600,4,14400,18800,2,37600,21400,1,21400,25600,0,0,17900,4,71600,9300,2,18600,33900,1,33900,73900,1,73900,1
황정숙,a04639,쇼핑,11,남,넷플릭스,400,62,24800,30800,7,215600,10400,3,31200,14900,12,178800,3100,5,15500,16700,2,33400,19600,2,39200,18400,1,18400,32000,3,96000,15400,2,30800,20000,1,20000,63900,1,63900,1
조혜진,a04640,스포츠,18,남,넷플릭스,500,29,14500,21500,20,430000,16700,5,83500,13100,6,78600,4600,0,0,20400,0,0,16400,1,16400,19600,5,98000,40400,1,40400,16200,2,32400,42200,2,84400,60700,1,60700,3
문성호,a04641,패션,12,남,넷플릭스,600,61,36600,12100,6,72600,23500,2,47000,5200,16,83200,3600,0,0,20200,1,20200,21700,0,0,22100,2,44200,20300,5,101500,22800,1,22800,41900,0,0,72700,1,72700,5
김하윤,a04642,영화관람,17,남,뷰티,300,27,8100,18500,3,55500,18100,4,72400,13200,7,92400,3100,5,15500,24200,2,48400,49300,4,197200,22300,0,0,27600,1,27600,21800,0,0,36600,1,36600,70400,1,70400,7
강영수,a04643,뷰티,16,남,쇼핑,600,31,18600,2500,23,57500,22900,5,114500,14400,4,57600,3200,6,19200,22900,0,0,16000,3,48000,18400,3,55200,18100,3,54300,13200,2,26400,42400,1,42400,10800,1,10800,6
이민수,a04644,패션,19,여,대중교통,500,9,4500,28700,15,430500,11100,4,44400,13400,5,67000,4700,5,23500,22500,1,22500,48800,1,48800,25000,5,125000,26600,5,133000,21700,0,0,37800,0,0,62200,1,62200,7
심진호,a04645,영화관람,12,남,배달,300,52,15600,23500,27,634500,12300,8,98400,12200,2,24400,3400,3,10200,24000,1,24000,28200,5,141000,29700,3,89100,43100,0,0,24700,1,24700,34600,1,34600,33900,1,33900,6
김예원,a04646,게임,19,남,뷰티,400,67,26800,25400,26,660400,25800,9,232200,10100,19,191900,3100,6,18600,13500,1,13500,21200,3,63600,24700,2,49400,18800,5,94000,16800,2,33600,35200,0,0,16600,1,16600,7
김상훈,a04647,도서,13,여,편의점,500,17,8500,7700,6,46200,18900,3,56700,13800,20,276000,3300,5,16500,15400,3,46200,42500,1,42500,24200,5,121000,38900,3,116700,11500,2,23000,29100,0,0,10000,1,10000,6
박영환,a04648,게임,9,남,대중교통,300,68,20400,14300,27,386100,10700,7,74900,13700,10,137000,4200,3,12600,22500,0,0,34400,3,103200,26700,3,80100,15200,4,60800,15000,1,15000,48400,1,48400,42700,1,42700,0
박건우,a04649,도서,18,남,배달,600,59,35400,4200,19,79800,13100,10,131000,11400,15,171000,4800,2,9600,13300,3,39900,14700,3,44100,27400,5,137000,48400,5,242000,10700,2,21400,21400,1,21400,40600,1,40600,0
이민석,a04650,게임,16,여,도서,300,67,20100,27500,27,742500,19500,9,175500,14200,10,142000,3400,0,0,19500,3,58500,11900,3,35700,26400,3,79200,10700,1,10700,10100,2,20200,36000,2,72000,28500,1,28500,4
강동현,a04651,스포츠,11,여,배달,300,46,13800,47000,4,188000,21100,2,42200,5000,16,80000,4400,0,0,15700,2,31400,48600,1,48600,19500,1,19500,43400,3,130200,24200,0,0,24400,0,0,22900,1,22900,5
이진우,a04652,쇼핑,12,남,편의점,300,55,16500,10800,12,129600,22900,7,160300,7700,12,92400,4700,2,9400,15200,0,0,27300,1,27300,22400,2,44800,45900,1,45900,22100,2,44200,42100,1,42100,54900,1,54900,2
최춘자,a04653,도서,17,여,배달,500,41,20500,46900,22,1031800,15400,5,77000,16000,20,320000,3600,4,14400,24400,2,48800,19500,5,97500,25900,0,0,32300,0,0,20300,1,20300,31200,2,62400,73300,1,73300,4
황은서,a04654,쇼핑,15,남,뷰티,400,25,10000,38000,21,798000,21100,7,147700,18900,19,359100,4700,5,23500,16100,3,48300,17800,5,89000,28300,5,141500,41800,3,125400,23600,0,0,28600,2,57200,64000,1,64000,1
성민석,a04655,스포츠,15,여,쇼핑,600,28,16800,36800,4,147200,16800,4,67200,4500,6,27000,3100,0,0,21200,3,63600,35800,0,0,29000,0,0,11600,1,11600,9800,0,0,26900,1,26900,44000,1,44000,3
강서윤,a04656,게임,13,여,놀이동산,600,13,7800,13300,9,119700,20700,3,62100,7300,19,138700,2500,4,10000,14700,1,14700,43400,0,0,19900,3,59700,15200,5,76000,21700,0,0,44300,2,88600,12500,1,12500,3
양성민,a04657,게임,15,남,통신비,600,19,11400,34700,21,728700,16500,3,49500,4900,2,9800,3400,1,3400,20500,0,0,46600,5,233000,19100,5,95500,45000,4,180000,24300,0,0,33200,2,66400,45200,1,45200,3
서예준,a04658,도서,9,여,편의점,400,35,14000,26700,5,133500,23400,6,140400,7800,10,78000,3400,4,13600,23300,0,0,44000,2,88000,27900,4,111600,21900,5,109500,19300,0,0,41400,2,82800,24100,1,24100,6
박지민,a04659,스포츠,9,여,도서,600,66,39600,47000,9,423000,12500,6,75000,5200,16,83200,4400,4,17600,16000,2,32000,13200,2,26400,21300,1,21300,11300,4,45200,22900,1,22900,29400,2,58800,41800,1,41800,3
김현지,a04660,여행,9,여,쇼핑,600,47,28200,25500,18,459000,23600,3,70800,11300,18,203400,3200,1,3200,20200,0,0,26100,1,26100,20700,0,0,32500,0,0,17100,0,0,34700,0,0,36500,1,36500,4
한영자,a04661,패션,16,여,편의점,500,16,8000,2900,2,5800,26400,8,211200,16300,12,195600,4700,5,23500,22700,3,68100,35700,0,0,21600,3,64800,42200,4,168800,20600,2,41200,42900,0,0,20600,1,20600,2
강영자,a04662,카페,13,여,대중교통,400,35,14000,30400,26,790400,24800,3,74400,17300,4,69200,4600,1,4600,20500,3,61500,14000,2,28000,27400,4,109600,17500,2,35000,24900,1,24900,45300,2,90600,41500,1,41500,3
김지아,a04663,카페,10,남,편의점,400,59,23600,16700,23,384100,12300,6,73800,6700,19,127300,3600,3,10800,19600,1,19600,19700,5,98500,29300,4,117200,26800,3,80400,15500,1,15500,21100,2,42200,61800,1,61800,1
김경자,a04664,여행,15,남,통신비,300,11,3300,8700,17,147900,25200,10,252000,6200,6,37200,3700,0,0,19600,3,58800,15100,3,45300,29100,3,87300,42800,2,85600,11400,2,22800,33400,2,66800,36800,1,36800,2
백민준,a04665,도서,11,여,대중교통,400,40,16000,43200,13,561600,18300,5,91500,5700,15,85500,2600,4,10400,24600,2,49200,20900,1,20900,20700,3,62100,17900,5,89500,10400,0,0,47500,1,47500,19800,1,19800,1
김경수,a04666,스포츠,10,여,통신비,500,24,12000,21900,24,525600,29000,9,261000,4800,12,57600,4900,2,9800,15900,2,31800,26000,5,130000,21200,2,42400,17200,0,0,17700,0,0,42500,1,42500,70000,1,70000,2
김순자,a04667,도서,11,여,쇼핑,500,12,6000,10400,2,20800,21400,6,128400,17600,11,193600,3400,1,3400,19800,0,0,18700,2,37400,29100,1,29100,40200,3,120600,10300,2,20600,25600,2,51200,38000,1,38000,7
김은영,a04668,영화관람,14,남,야구,500,51,25500,16200,6,97200,29100,6,174600,6500,12,78000,3900,3,11700,22300,0,0,37200,3,111600,18100,1,18100,13500,2,27000,20900,1,20900,24800,1,24800,61300,1,61300,3
심성호,a04669,도서,19,남,뷰티,600,30,18000,27500,19,522500,20700,6,124200,17000,4,68000,4800,5,24000,19500,3,58500,32200,5,161000,23000,3,69000,36800,2,73600,21500,0,0,33700,1,33700,17500,1,17500,3
윤현우,a04670,쇼핑,18,여,놀이동산,400,22,8800,13900,24,333600,10700,7,74900,11000,17,187000,2500,4,10000,13100,0,0,34100,0,0,25300,3,75900,23800,5,119000,17300,0,0,30200,0,0,26900,1,26900,0
서지후,a04671,여행,8,남,뷰티,300,11,3300,22700,10,227000,24700,3,74100,12100,14,169400,2500,5,12500,16100,0,0,39400,1,39400,19800,1,19800,10100,5,50500,24600,0,0,30800,0,0,19100,1,19100,0
김도윤,a04672,쇼핑,14,여,대중교통,400,60,24000,9000,9,81000,19200,5,96000,14300,12,171600,4200,6,25200,20100,0,0,33900,5,169500,21800,0,0,41000,3,123000,15500,0,0,27400,1,27400,74500,1,74500,6
김시우,a04673,게임,15,여,카페,400,25,10000,25000,3,75000,14300,7,100100,9700,9,87300,3100,1,3100,23600,3,70800,32200,3,96600,26900,0,0,37900,1,37900,20100,0,0,41500,0,0,62400,1,62400,7
박옥순,a04674,도서,18,남,통신비,500,48,24000,9300,21,195300,12000,4,48000,7100,5,35500,2600,1,2600,18700,2,37400,48700,5,243500,18000,1,18000,47100,4,188400,20500,0,0,30100,0,0,16900,1,16900,1
엄은지,a04675,패션,11,여,대중교통,500,22,11000,33300,20,666000,13000,8,104000,6000,16,96000,2600,3,7800,23400,1,23400,42400,3,127200,19800,3,59400,27600,3,82800,9400,2,18800,42900,2,85800,55500,1,55500,0
김은정,a04676,패션,11,여,편의점,300,54,16200,12400,10,124000,14800,4,59200,14900,19,283100,3600,3,10800,13700,0,0,18100,1,18100,23100,5,115500,18100,2,36200,18200,0,0,49500,2,99000,70100,1,70100,3
이유진,a04677,스포츠,14,남,야구,500,8,4000,41300,22,908600,10300,3,30900,17700,15,265500,2900,1,2900,16900,0,0,20500,1,20500,25100,0,0,11800,0,0,21700,0,0,29000,1,29000,14100,1,14100,5
허영일,a04678,쇼핑,11,남,뷰티,400,10,4000,23300,27,629100,12400,4,49600,15000,5,75000,3500,6,21000,22800,2,45600,26300,1,26300,22500,0,0,30400,1,30400,23800,2,47600,32200,0,0,38300,1,38300,7
김현정,a04679,게임,11,남,대중교통,400,37,14800,8500,15,127500,27700,9,249300,19100,18,343800,4700,5,23500,24600,2,49200,12100,3,36300,19300,4,77200,11100,3,33300,24900,0,0,31400,2,62800,73700,1,73700,6
홍민준,a04680,영화관람,13,남,배달,300,57,17100,7000,23,161000,29400,5,147000,9200,16,147200,4800,0,0,24000,3,72000,21400,5,107000,21800,5,109000,24100,0,0,16800,1,16800,41200,1,41200,14200,1,14200,5
양유진,a04681,뷰티,11,남,넷플릭스,600,66,39600,44000,12,528000,21100,7,147700,6500,14,91000,2700,5,13500,13600,2,27200,29100,2,58200,26200,5,131000,45600,1,45600,22300,2,44600,23800,2,47600,39000,1,39000,6
이영희,a04682,뷰티,19,남,넷플릭스,700,67,46900,48600,15,729000,26200,3,78600,8700,6,52200,2600,6,15600,21700,3,65100,15900,1,15900,21800,3,65400,14900,5,74500,12900,0,0,47100,0,0,72900,1,72900,0
이성수,a04683,쇼핑,12,남,뷰티,400,27,10800,26900,6,161400,15600,6,93600,17100,6,102600,4500,0,0,15600,3,46800,42700,0,0,26100,2,52200,48800,2,97600,20600,2,41200,27400,1,27400,30700,1,30700,3
홍건우,a04684,뷰티,17,남,통신비,500,21,10500,20300,9,182700,26500,5,132500,5800,12,69600,4700,0,0,19500,1,19500,48600,4,194400,25900,4,103600,36100,2,72200,15800,0,0,27700,1,27700,19100,1,19100,3
이민석,a04685,도서,18,남,편의점,500,28,14000,8800,18,158400,27000,6,162000,12000,3,36000,2600,0,0,17100,3,51300,15500,4,62000,28600,1,28600,18900,0,0,10300,1,10300,24200,1,24200,15500,1,15500,2
이진호,a04686,뷰티,14,여,야구,300,64,19200,36100,13,469300,23200,7,162400,11000,4,44000,3000,5,15000,23300,1,23300,30400,2,60800,24600,5,123000,17000,1,17000,13500,1,13500,22600,0,0,47000,1,47000,1
나지은,a04687,여행,11,남,대중교통,400,7,2800,30800,19,585200,18600,5,93000,5500,17,93500,2600,5,13000,20300,1,20300,12300,4,49200,29700,1,29700,12900,5,64500,19900,0,0,23800,0,0,43400,1,43400,3
곽현정,a04688,여행,14,여,배달,600,30,18000,26000,8,208000,17600,7,123200,12300,3,36900,4100,4,16400,23800,2,47600,43400,1,43400,19900,3,59700,35400,4,141600,14900,0,0,29700,2,59400,41800,1,41800,2
이은서,a04689,뷰티,9,남,편의점,400,40,16000,20300,8,162400,12700,4,50800,9600,18,172800,2700,5,13500,13700,3,41100,15400,3,46200,20400,3,61200,43400,2,86800,24300,2,48600,24300,1,24300,23300,1,23300,7
주상철,a04690,게임,15,여,대중교통,300,11,3300,20600,5,103000,11600,4,46400,5100,19,96900,3900,0,0,23200,2,46400,39000,0,0,19100,4,76400,48000,2,96000,24500,1,24500,38200,0,0,44300,1,44300,0
서시우,a04691,패션,16,여,통신비,500,6,3000,13400,14,187600,25300,3,75900,15100,11,166100,4800,1,4800,15800,3,47400,36600,3,109800,27900,1,27900,33300,4,133200,10000,2,20000,49700,1,49700,70900,1,70900,2
김민재,a04692,도서,17,남,대중교통,400,16,6400,27600,6,165600,25300,10,253000,12700,6,76200,4500,0,0,14800,1,14800,28300,5,141500,24700,4,98800,32300,0,0,23800,1,23800,31200,2,62400,46900,1,46900,0
이춘자,a04693,패션,18,남,통신비,500,49,24500,47300,21,993300,11900,6,71400,18600,15,279000,3600,5,18000,16600,3,49800,33700,3,101100,25600,5,128000,13200,1,13200,16500,2,33000,46400,1,46400,54900,1,54900,5
이은정,a04694,패션,10,여,넷플릭스,300,29,8700,37600,17,639200,28900,9,260100,11200,10,112000,4300,4,17200,22800,3,68400,20600,2,41200,18200,2,36400,36300,1,36300,14300,0,0,21500,2,43000,64600,1,64600,4
심경희,a04695,게임,12,여,넷플릭스,300,60,18000,14200,28,397600,25800,10,258000,16500,8,132000,4300,6,25800,13900,2,27800,42300,0,0,27500,3,82500,18000,0,0,18800,0,0,26500,2,53000,57300,1,57300,0
김경수,a04696,스포츠,10,남,야구,400,48,19200,34600,8,276800,22600,10,226000,14400,5,72000,4800,2,9600,19500,1,19500,39100,0,0,23600,3,70800,37600,5,188000,12300,1,12300,22200,2,44400,34700,1,34700,3
김우진,a04697,영화관람,13,여,도서,400,34,13600,23500,27,634500,26500,4,106000,11700,14,163800,4300,4,17200,17700,0,0,18900,1,18900,18100,2,36200,22600,1,22600,15800,1,15800,42100,0,0,16300,1,16300,1
김민준,a04698,쇼핑,11,여,편의점,600,42,25200,47600,20,952000,11800,3,35400,12200,10,122000,3000,5,15000,21300,3,63900,15800,4,63200,28800,1,28800,11400,5,57000,17900,1,17900,45800,0,0,29700,1,29700,6
최지혜,a04699,패션,10,여,대중교통,500,31,15500,15400,2,30800,21300,10,213000,13800,16,220800,3600,0,0,19800,2,39600,28100,4,112400,18300,3,54900,13500,2,27000,10600,0,0,30100,2,60200,36300,1,36300,4
이광수,a04700,쇼핑,13,남,영화관람,600,43,25800,20900,15,313500,12600,9,113400,15200,8,121600,3900,5,19500,16500,1,16500,18100,2,36200,23000,5,115000,18100,3,54300,22200,1,22200,42500,1,42500,25700,1,25700,6
문선영,a04701,스포츠,11,여,편의점,400,24,9600,22700,28,635600,23300,8,186400,16400,14,229600,3100,0,0,18300,0,0,31500,5,157500,24400,0,0,26800,3,80400,14100,1,14100,47900,1,47900,51100,1,51100,6
류지현,a04702,게임,8,여,뷰티,500,35,17500,13700,7,95900,23100,3,69300,15600,7,109200,3000,2,6000,20200,2,40400,49800,5,249000,19700,5,98500,35200,4,140800,24200,0,0,24800,1,24800,70500,1,70500,7
김진호,a04703,영화관람,19,여,야구,700,26,18200,29400,10,294000,16800,9,151200,19000,16,304000,2900,5,14500,13700,1,13700,13600,4,54400,29900,2,59800,19500,1,19500,22200,0,0,49000,0,0,15000,1,15000,2
김시우,a04704,카페,13,남,편의점,500,34,17000,28000,2,56000,11300,5,56500,5900,9,53100,3300,0,0,19600,2,39200,12200,0,0,21900,2,43800,36200,5,181000,12700,0,0,30400,2,60800,38900,1,38900,1
최우진,a04705,카페,11,여,통신비,300,68,20400,48000,19,912000,13500,10,135000,9200,12,110400,4700,2,9400,17800,1,17800,11500,4,46000,26600,1,26600,34800,1,34800,21800,2,43600,27700,0,0,30300,1,30300,2
